rank,title,director,release_date,movie_type,format_type,nation,screens_total,sales_total_krw,audience_total,sales_seoul_krw,audience_seoul,genre,rating,film_class,seoul_ratio,release_year,nation_enc,rating_enc,genre_enc
18026,King Game: Taming a College Girl,Unknown,2021-08-10,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2021,35,2,1
18027,The Strange Knight of the Continent,Jo So-gu,2020-04-30,Theatrical Release,Feature,CN,1,1000,1,0.0,0,Other,12+,Art film,0.0,2020,11,0,4
18028,The King's Suppression Uncut Version,Kim Jae-soo,2018-03-21,Theatrical Release,Feature,KR,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2018,36,2,5
18029,Wangjeok Nude Housekeeper,Unknown,2022-01-17,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18030,Legend of the Throne: Dragon Fighter,Unknown,2019-07-17,Theatrical Release,Feature,US,1,1000,1,0.0,0,Action,15+,Commercial,0.0,2019,63,1,0
18031,War of Thrones: Dragon Legends,Mark Lester,2020-08-26,Theatrical Release,Feature,US,1,1000,1,0.0,0,Other,15+,Commercial,0.0,2020,63,1,4
18032,A widow with a huge fortune,Taro Araki,2017-02-02,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2017,35,2,1
18033,Dr. Wang Keun's Wang Jin Service,Kazuo Uchiyama,2023-12-08,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,35,2,1
18034,Dr. Wang Keun's Wang Jin Service Uncut Version,Unknown,2025-04-29,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2025,35,2,1
18035,Distortion: Cursed Space,Daichiro Natsume,2017-09-20,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Other,18+,Commercial,0.0,2017,35,2,4
18036,A wife who dreams of another man's big prize,Unknown,2024-03-14,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,36,2,1
18037,My wife on top of another man,Gori Matsuda,2023-06-09,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,35,2,1
18038,The ecstatic service of an alien woman,Daigo Udagawa,2017-02-08,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2017,35,2,5
18039,Alien invasion of earth,Mark Caret,2020-05-07,Theatrical Release,Feature,ES,1,6000,1,0.0,0,Other,18+,Commercial,0.0,2020,19,2,4
18040,Foreign daughter-in-law Airi's white flesh,Nagae,2022-11-07,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18041,Adultery (Uncut Version),Best,2016-09-22,Theatrical Release,Feature,KR,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2016,36,2,5
18042,Affair: One Night With Husband's Boss,Nakuru Harada,2018-10-17,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18043,Married women who are crazy about extramarital affairs,Akabane Ryuji,2018-11-09,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18044,wife who is having an affair,Park Eun-seok,2019-02-18,Theatrical Release,Feature,KR,1,2000,1,2000.0,1,Other,18+,Commercial,1.0,2019,36,2,4
18045,Reason for extramarital affair uncut version,Yoon Jun-se,2020-09-08,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,35,2,5
18046,Lonely Giantess: I like anyone,True Ryuji,2021-02-19,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18047,The Lonely Widow: Father-in-law and Young Master,Yano Tikara,2018-01-26,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2018,35,2,5
18048,Lonely son-in-law's love is a great mother-in-law,True Ryuji,2021-02-20,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18049,Lonely New Mom: I Need Something Big and Strong,Eight,2021-08-17,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18050,In the bathroom with the lonely new mother,Unknown,2020-01-03,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2020,35,2,1
18051,My lonely aunt wants me too,Unknown,2020-04-03,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2020,35,2,1
18052,The sexual desire of a lonely woman,Teaza,2019-01-28,Theatrical Release,Feature,JP,1,2000,1,2000.0,1,Other,18+,Commercial,1.0,2019,35,2,4
18053,Lonely Hot Springs Hostess: Encounter with an Old Lover,Hiroaki,2018-09-28,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2018,35,2,5
18054,lonely married woman,Hiiragi Enbu,2021-08-18,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18055,Lonely Married Women: The Day the Water Broke,Nagae,2022-10-08,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18056,Lonely big breasted woman,Choi Yu-jin,2023-07-21,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,36,2,1
18057,A great son-in-law comforting his lonely mother-in-law,Birdman Teppei,2021-06-23,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18058,Lonely career woman,Nakuru Harada,2017-05-26,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2017,35,2,5
18059,Secret temptation of a lonely sister-in-law,Birdman Teppei,2021-03-22,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18060,A body friend who soothes loneliness,Kosaka Yamanaka,2019-06-07,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2019,35,2,1
18061,Aunt: The day you become my woman,Takami Nagae,2017-05-26,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2017,35,2,5
18062,Foreign Legion: Assassins,Christopher Ray,2016-03-31,Theatrical Release,Feature,US,1,5000,1,0.0,0,Action,15+,Commercial,0.0,2016,63,1,0
18063,Going Out Uncut,Expectation,2015-09-09,Theatrical Release,Feature,KR,1,8000,1,8000.0,1,Romance,18+,Commercial,1.0,2015,36,2,5
18064,Outing 2 Uncut,Kwak Young-geun,2018-03-20,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2018,36,2,5
18065,Outing 3 Uncut,Goo Jae-eun,2021-01-02,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,36,2,5
18066,Yoga Teacher - Fantastic Postures,Hiiragi Enbu,2019-07-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18067,Yoga girl's smooth body,Ken Hosokawa,2022-01-15,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18068,Llorona: The Unfinished Curse,Unknown,2022-12-28,Theatrical Release,Feature,CA,1,6000,1,0.0,0,Other,15+,Commercial,0.0,2022,8,1,4
18069,The clerk: I slept a lot today.,Todo,2023-08-05,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2023,35,2,5
18070,Wife's friend caught cheating,Han Dong Yeon,2022-10-27,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,36,2,1
18071,Hospitality by a charming geisha,Kawasaki Gunji,2017-08-17,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2017,35,2,1
18072,Fairy Beauty Hall,Eroping,2017-11-14,Theatrical Release,Feature,KR,1,3000,1,0.0,0,Other,18+,Commercial,0.0,2017,36,2,4
18073,Fairy Bride,Yoon Jun-se,2021-08-09,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,36,2,5
18074,The trend among newlyweds these days is,Yoshiyuki Yumi,2016-07-13,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18075,Sex clubs that are popular these days,Yutaka Ikejima,2019-05-03,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18076,Yokohama Gangster,Jiro Ishikawa,2019-01-10,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Action,18+,Commercial,0.0,2019,35,2,0
18077,Dirty sex in middle age with dissatisfied desires,Unknown,2024-02-06,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,35,2,1
18078,"Daughter-in-law with a burst of desire: It's been piling up a lot, hasn't it?",Director O,2022-08-19,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18079,Daughter-in-law with a burst of desire: Do it one more time,Vincent Gyaru,2022-04-29,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18080,Daughters-in-law who are full of desire,Ken Hosokawa,2021-03-24,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18081,Married women with explosive desires,Takami Nagae,2021-04-01,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18082,Dissatisfied Daughter-in-Law: I want to do it right now,Sakurabito,2021-08-27,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18083,Unsatisfied wife,Hirokoji Ozaki,2020-08-25,Theatrical Release,Feature,JP,1,2000,1,0.0,0,Adult,18+,Commercial,0.0,2020,35,2,1
18084,Unsatisfied Wife: The day my period was completely wiped out,Sakurabito,2023-10-18,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2023,35,2,5
18085,Unsatisfied Wife: Until She Is Satisfied,Sano B Saku,2021-02-05,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18086,The Private Life of a Frustrated Wife,Sano B Saku,2020-12-31,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,35,2,5
18087,Swapping of a dissatisfied married woman,Edogawa Futaro,2020-04-24,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,35,2,5
18088,The Secret Private Life of a Frustrated Married Woman,Unknown,2025-04-11,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2025,35,2,5
18089,The Toy of a Frustrated Married Woman,M. Kasahara,2017-01-20,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2017,35,2,5
18090,Sisters Who Frustrated Their Sexuality: The Day My Brother-in-Law Went on a Business Trip,Lee Dae-gil,2020-08-18,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2020,36,2,1
18091,Sisters Who Frustrated Their Sexual Desires: Uncut on the Day My Brother-in-law Went on a Business Trip,Lee Dae-gil,2021-04-15,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2021,36,2,1
18092,Frustrated friend's mom,Choi Min-hyun,2020-06-12,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,36,2,5
18093,Uncut Friend's Mom Who Is Unsatisfied With Her Desire,Choi Min-hyun,2020-10-21,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,36,2,5
18094,"Sister-in-law, the solution to your sexual frustrations",Beta Takao,2019-08-05,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2019,35,2,1
18095,Sister-in-law who is frustrated,Birdman Teppei,2021-03-12,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18096,Unsatisfied Woman: Anyone is okay,True Ryuji,2021-01-19,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18097,Unsatisfied woman: I have a lot of it,tommy taro,2018-01-19,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2018,35,2,5
18098,Desire Resolution: Women Who Release,Izumi Ryuji,2020-10-03,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,35,2,5
18099,Desire: Friend's Wife,Choi Chan-ho,2020-11-11,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,36,2,5
18100,The innkeeper's eyes wide open to desire,Tsuji Koji,2020-06-10,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2020,35,2,1
18101,Sharehouse of Desire,Akabane Kikujiro,2019-10-03,Theatrical Release,Feature,JP,1,1000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18102,Stalking of Desire Uncut Version,Genzo Nagira,2022-01-17,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18103,The Married Woman of Desire,Sano B Saku,2019-11-29,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18104,Young Helper of Desire,Masanori Kudo,2016-03-28,Theatrical Release,Feature,JP,1,5000,1,5000.0,1,Adult,18+,Commercial,1.0,2016,35,2,1
18105,Sister-in-law who was abused,Jo Eun-woo,2023-07-20,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,36,2,1
18106,The pinnacle of bathroom massage,Hiroki Sakata,2018-08-02,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18107,The ass of a lustful housekeeper,Tetsuya Takehora,2017-10-02,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2017,35,2,1
18108,"Lust ends, pleasure begins",Unknown,2022-02-14,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18109,"End of Desire, Beginning of Pleasure Uncut Version",Unknown,2022-05-01,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18110,Lust Diary: Erotic Couple Uncut Version,Unknown,2021-10-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18111,The lustful young master and his sister-in-law,Tei Jaga,2018-08-23,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18112,Lustful sect den,Unknown,2022-01-21,Theatrical Release,Feature,JP,1,1000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18113,The lustful female boss's office life,Unknown,2024-01-09,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,35,2,1
18114,A class filled with lust,Unknown,2022-03-01,Theatrical Release,Feature,JP,1,1000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18115,A married woman filled with lust,Hiroharu Osaki,2023-08-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2023,35,2,5
18116,Uncut version of a married woman filled with lust,Hiroharu Osaki,2023-11-03,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2023,35,2,5
18117,Lustful drunk sexy woman uncut version,Sakurabito,2022-12-01,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18118,Lustful Helpers,hamano sachi,2016-12-08,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18119,A woman bursting with lust: The taste of her son's friend,Unknown,2024-12-27,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18120,"Yuka, a married woman with a burning desire",Birdman Teppei,2021-04-13,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18121,Married women who are passionate,Unknown,2019-10-23,Theatrical Release,Feature,JP,1,1000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18122,Surfing of the Desire Girl,Kim Do-hyun,2023-11-10,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,36,2,1
18123,Uncut version of the wet underwear of a lustful woman,Sakurabito,2023-11-03,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2023,35,2,5
18124,A married woman defiled by lust,Unknown,2022-05-23,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18125,The lustful CEO Yuk Deok-jin,Unknown,2024-08-29,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2024,36,2,1
18126,A taste soaked in lust,Unknown,2024-05-16,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18127,Uncut version of the taste soaked in lust,Unknown,2024-06-21,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18128,A tutor who accepts desires,Unknown,2020-01-03,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2020,35,2,1
18129,Home of lust,Jeong Ji Seung,2021-10-15,Theatrical Release,Feature,KR,1,1000,1,0.0,0,Adult,18+,Commercial,0.0,2021,36,2,1
18130,Kimono Love Affair of Lust,Kazuto Kubodera,2015-11-18,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Adult,18+,Commercial,0.0,2015,35,2,1
18131,No bra of lust,Unknown,2024-03-08,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18132,Daughter-in-law of lust,Komagome Chu,2019-07-04,Theatrical Release,Feature,JP,1,1000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18133,Daughter-in-law of lust uncut version,Komagome Chu,2019-10-03,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18134,Witness of lust uncut version,Unknown,2021-11-29,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18135,"Honey, I can't do this anymore, the newlyweds of lust",Director O,2023-11-15,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2023,35,2,5
18136,Lustful Newlywed Life: From Morning to Night,Birdman Teppei,2023-05-15,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,35,2,1
18137,Working from home with desire,Genzo Nagira,2023-01-11,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,35,2,1
18138,A glimpse of lust,Kunihiro Hasegawa,2015-10-21,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Adult,18+,Commercial,0.0,2015,35,2,1
18139,Lustful shopping,Sleep,2023-08-25,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2023,35,2,5
18140,Lustful Shopping Uncut Version,Sleep,2024-01-10,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18141,The new mother who is full of lust opens the back door,Tsuji Koji,2022-10-09,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18142,The horny new mom: Until the last drop,Tsuji Koji,2023-02-06,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,35,2,1
18143,Yongjugol 2 - Uncut Version,Kim Jong-seok,2021-02-24,Theatrical Release,Feature,KR,1,1000,1,0.0,0,Romance,18+,Commercial,0.0,2021,36,2,5
18144,Yongjugol-Uncut version,Best,2016-02-16,Theatrical Release,Feature,KR,1,5000,1,5000.0,1,Romance,18+,Commercial,1.0,2016,36,2,5
18145,Have we ever put it in,Unknown,2024-11-22,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2024,35,2,5
18146,Have we ever put in an uncut version?,Director O,2025-01-24,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2025,35,2,5
18147,My sister's friend,Kim Bu-gon,2019-10-21,Theatrical Release,Feature,KR,1,2000,1,0.0,0,Romance,18+,Commercial,0.0,2019,36,2,5
18148,Should we switch?,Director Kim,2021-06-18,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,36,2,5
18149,Should We Switch? (Director's Cut),Director Kim,2022-01-03,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,36,2,1
18150,Shall we swap? Uncut,Captain Han,2020-04-29,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,36,2,5
18151,We can't do this,Unknown,2025-01-17,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2025,36,2,5
18152,"We want to do it now, uncut version",Park Beom-su,2017-06-13,Theatrical Release,Feature,KR,1,3000,1,0.0,0,Romance,18+,Commercial,0.0,2017,36,2,5
18153,My sister-in-law,Choi Seong-eun,2020-06-09,Theatrical Release,Feature,KR,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2020,36,2,5
18154,Our Master Uncut,Kim Dae-seong,2019-06-25,Theatrical Release,Feature,KR,1,5000,1,0.0,0,Romance,18+,Commercial,0.0,2019,36,2,5
18155,Our neighborhood beauty salon: 2-on-1 service,One mind,2023-08-16,Theatrical Release,Feature,KR,1,1000,1,0.0,0,Other,18+,Commercial,0.0,2023,36,2,4
18156,accidental love affair,Mouse Suwanna,2018-12-09,Theatrical Release,Feature,TH,1,1000,1,1000.0,1,Romance,18+,Commercial,1.0,2018,59,2,5
18157,My childhood friend whom I met by chance,Hirofumi Katsuragi,2016-08-18,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18158,I accidentally saw my friend's girlfriend having sex,Unknown,2023-09-28,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,36,2,1
18159,I accidentally spied the next door neighbor's love affair,Ichiro Kobayashi,2019-04-05,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2019,35,2,1
18160,The milky colored married woman next door,Ichiro Kobayashi,2019-08-02,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2019,35,2,1
18161,War of the Worlds: Invasion of Earth,Thunder Levin,2016-01-28,Theatrical Release,Feature,US,1,4000,1,0.0,0,Action,12+,Commercial,0.0,2016,63,0,0
18162,War of the Worlds 2019,Dominic Smith,2019-10-04,Theatrical Release,Feature,US,1,5000,1,0.0,0,Other,15+,Commercial,0.0,2019,63,1,4
18163,Space Wars: Defend Mars,Mark Atkins,2016-04-07,Theatrical Release,Feature,US,1,5000,1,0.0,0,Other,15+,Commercial,0.0,2016,63,1,4
18164,War of the Worlds: The Last Apocalypse,Unknown,2025-04-24,Theatrical Release,Feature,US,1,1000,1,0.0,0,Action,15+,Commercial,0.0,2025,63,1,0
18165,Space Battleship Yamato,Takashi Yamazaki,2024-02-23,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Other,12+,Commercial,0.0,2024,35,0,4
18166,Uzbek sister-in-law,Kim Hwan,2020-10-21,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2020,36,2,5
18167,Uzbek virgin sister-in-law uncut,Kim Hwan,2021-04-01,Theatrical Release,Feature,KR,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,36,2,5
18168,The Beginning of Destiny - Yakuza's Women,Kenichi Fujiwara,2016-01-15,Theatrical Release,Feature,JP,1,5000,1,0.0,0,Adult,18+,Commercial,0.0,2016,35,2,1
18169,Female teacher at driving school,Shinichi Mori,2018-03-15,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2018,35,2,1
18170,Sister-in-law moaning and crying,Unknown,2023-04-08,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2023,35,2,1
18171,Wolf Cop,Lowell Dean,2016-01-07,Theatrical Release,Feature,CA,1,5000,1,0.0,0,Comedy,18+,Commercial,0.0,2016,8,2,3
18172,Sister-in-law's legs are grabbed,Birdman Teppei,2022-06-20,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18173,Uncut version of the sister-in-law's crotch that was grabbed,Birdman Teppei,2022-12-01,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,35,2,1
18174,Two people in a puddle,Hikaru Horii,2016-01-14,Theatrical Release,Feature,JP,1,8000,1,0.0,0,Romance,18+,Commercial,0.0,2016,35,2,5
18175,War Hero: Soldier of God,Christopher Forbes,2021-04-19,Theatrical Release,Feature,US,1,1000,1,0.0,0,Action,15+,Commercial,0.0,2021,63,1,0
18176,Wary Dolls,Padraig Reynolds,2016-10-27,Theatrical Release,Feature,US,1,4000,1,4000.0,1,Other,18+,Commercial,1.0,2016,63,2,4
18177,Working Mom: The affair that got away on business trips,Mishima Rokusaburo,2019-07-26,Theatrical Release,Feature,JP,1,1000,1,0.0,0,Romance,18+,Commercial,0.0,2019,35,2,5
18178,Warfighter,Jerry G. Angelo,2019-08-10,Theatrical Release,Feature,US,1,2000,1,2000.0,1,Other,15+,Commercial,1.0,2019,63,1,4
18179,One More Night,Unknown,2022-12-29,Theatrical Release,Feature,IE,1,6000,1,0.0,0,Adult,18+,Commercial,0.0,2022,28,2,1
18180,One Million Kick,"Alex Padru, Oliver Juers",2016-02-18,Theatrical Release,Feature,DE,1,5000,1,0.0,0,Action,15+,Commercial,0.0,2016,15,1,0
18181,One Night Stepmom: Sex Appeal at the Inn,Hiroyuki Kimura,2023-09-15,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2023,35,2,5
18182,One Night Scandal: Morning After,Sanra J. Kell,2016-08-05,Theatrical Release,Feature,US,1,5000,1,5000.0,1,Romance,18+,Commercial,1.0,2016,63,2,5
18183,One night stand married woman,Director O,2021-12-10,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18184,One Night: The Purpose of Meeting on the App,Unknown,2021-01-15,Theatrical Release,Feature,JP,1,6000,1,0.0,0,Romance,18+,Commercial,0.0,2021,35,2,5
18185,"The story of the first expedition girl, unedited",Choi Seong-eun,2020-03-02,Theatrical Release,Feature,KR,1,1000,1,0.0,0,Romance,18+,Commercial,0.0,2020,36,2,5
18186,primitive video tape,Sebastian Perillo,2018-07-18,Theatrical Release,Feature,AR,1,5000,1,0.0,0,Action,18+,Commercial,0.0,2018,1,2,0
18187,World War Z: Apocalypse,Unknown,2020-01-14,Theatrical Release,Feature,GB,1,1000,1,0.0,0,Other,15+,Commercial,0.0,2020,22,1,4
